No,ImageNoX,ImageNoY,ImageNoZ,ElpsLabel,ObjLabel,Average,GravX,GravY,Angle,MjrAx,MnrAx,X2,Status,DepthAve
0,0.0,0.0,0.0,0.0,0.0,0.0,351.554,31.507,98.423,30.426,30.187,8.841,0.0,0.0
1,0.0,0.0,0.0,1.0,1.0,0.0,482.121,142.05,6.25,30.66,30.497,9.826,0.0,0.0
2,0.0,0.0,0.0,2.0,1.0,0.0,505.871,134.864,86.713,30.818,30.653,9.769,0.0,0.0
3,0.0,0.0,0.0,3.0,2.0,0.0,189.933,196.571,98.584,30.203,30.035,8.786,0.0,0.0
4,0.0,0.0,0.0,4.0,3.0,0.0,434.018,248.739,111.867,30.568,30.444,8.899,0.0,0.0
5,0.0,0.0,0.0,5.0,4.0,0.0,497.529,391.614,-20.908,31.384,31.212,8.957,0.0,0.0
6,1.0,0.0,0.0,0.0,0.0,0.0,858.07,92.64,68.83,30.002,29.714,8.797,0.0,0.0
7,1.0,0.0,0.0,1.0,1.0,0.0,817.824,126.43,43.34,30.532,30.308,8.874,0.0,0.0
8,1.0,0.0,0.0,2.0,2.0,0.0,1099.919,257.087,94.367,30.834,30.804,8.904,0.0,0.0
9,1.0,0.0,0.0,3.0,3.0,0.0,866.672,307.715,61.616,30.418,30.232,8.846,0.0,0.0
10,1.0,0.0,0.0,4.0,4.0,0.0,1040.435,308.736,115.97,30.284,30.253,8.83,0.0,0.0
11,1.0,0.0,0.0,5.0,5.0,0.0,678.712,379.958,127.37,30.787,30.646,8.874,0.0,0.0
12,2.0,0.0,0.0,0.0,0.0,0.0,1412.257,203.272,74.377,30.574,30.443,8.9,0.0,0.0
13,2.0,0.0,0.0,1.0,1.0,0.0,1652.066,231.435,47.859,30.775,30.644,8.872,0.0,0.0
14,2.0,0.0,0.0,2.0,2.0,0.0,1678.152,259.082,15.564,30.685,30.585,8.851,0.0,0.0
15,2.0,0.0,0.0,3.0,3.0,0.0,1189.744,339.564,-20.953,30.515,30.467,8.895,0.0,0.0
