No,ImageNoX,ImageNoY,ImageNoZ,ElpsLabel,ObjLabel,Average,GravX,GravY,Angle,MjrAx,MnrAx,X2,Status,DepthAve
0,0.0,0.0,1.0,0.0,2.0,0.0,376.467,58.755,-15.311,30.609,30.46,8.908,0.0,0.0
1,0.0,0.0,1.0,1.0,4.0,0.0,506.819,170.095,0.683,30.82,30.466,9.96,0.0,0.0
2,0.0,0.0,1.0,2.0,4.0,0.0,529.901,163.653,-16.367,31.093,30.763,9.932,0.0,0.0
3,0.0,0.0,1.0,3.0,5.0,0.0,212.652,222.404,110.252,30.448,30.399,8.875,0.0,0.0
4,0.0,0.0,1.0,4.0,6.0,0.0,457.468,276.305,115.926,30.218,29.952,8.863,0.0,0.0
5,0.0,0.0,1.0,5.0,7.0,0.0,520.301,418.908,-2.477,31.574,28.592,8.692,0.0,0.0
6,1.0,0.0,1.0,0.0,1.0,0.0,882.768,123.138,109.952,30.191,30.103,8.882,0.0,0.0
7,1.0,0.0,1.0,1.0,2.0,0.0,842.238,157.117,17.388,30.39,30.341,8.858,0.0,0.0
8,1.0,0.0,1.0,2.0,3.0,0.0,1123.148,289.051,56.608,30.807,30.713,8.887,0.0,0.0
9,1.0,0.0,1.0,3.0,4.0,0.0,889.481,338.353,75.199,30.416,30.227,8.845,0.0,0.0
10,1.0,0.0,1.0,4.0,5.0,0.0,1064.012,340.643,52.994,30.673,30.377,8.904,0.0,0.0
11,1.0,0.0,1.0,5.0,6.0,0.0,701.185,409.067,-12.63,30.906,30.644,8.891,0.0,0.0
12,2.0,0.0,1.0,0.0,0.0,0.0,1436.295,237.815,72.457,30.14,29.991,8.771,0.0,0.0
13,2.0,0.0,1.0,1.0,1.0,0.0,1675.997,268.237,44.126,31.05,30.936,8.954,0.0,0.0
14,2.0,0.0,1.0,2.0,2.0,0.0,1702.52,295.889,51.542,30.51,30.391,8.883,0.0,0.0
15,2.0,0.0,1.0,3.0,3.0,0.0,1212.85,372.12,69.801,30.706,30.485,8.839,0.0,0.0
16,3.0,0.0,1.0,0.0,1.0,0.0,2074.051,288.802,85.861,29.85,29.782,8.785,0.0,0.0
18,3.0,0.0,1.0,2.0,3.0,0.0,1753.257,408.8,58.87,30.814,30.583,8.869,0.0,0.0
20,4.0,0.0,1.0,1.0,1.0,0.0,2433.845,72.525,56.949,30.009,29.844,8.73,0.0,0.0
21,4.0,0.0,1.0,2.0,2.0,0.0,2736.34,199.122,92.401,30.254,29.971,8.784,0.0,0.0
22,4.0,0.0,1.0,3.0,3.0,0.0,2676.904,257.975,29.195,29.599,29.436,8.697,0.0,0.0
23,4.0,0.0,1.0,4.0,4.0,0.0,2557.556,264.247,48.904,30.274,30.193,8.82,0.0,0.0
26,5.0,0.0,1.0,0.0,1.0,0.0,3366.607,245.853,39.498,30.32,30.28,8.839,0.0,0.0
27,5.0,0.0,1.0,1.0,2.0,0.0,2958.161,280.644,75.036,30.628,30.52,8.833,0.0,0.0
28,6.0,0.0,1.0,0.0,1.0,0.0,3713.502,120.555,22.177,30.119,30.046,8.776,0.0,0.0
30,6.0,0.0,1.0,2.0,3.0,0.0,3925.203,253.217,-35.095,30.509,30.468,8.894,0.0,0.0
31,6.0,0.0,1.0,3.0,4.0,0.0,3527.633,264.635,-30.413,30.951,30.413,9.88,0.0,0.0
32,6.0,0.0,1.0,4.0,6.0,0.0,3551.769,322.708,95.959,30.338,30.239,8.836,0.0,0.0
33,6.0,0.0,1.0,5.0,7.0,0.0,3798.738,323.209,38.045,30.653,30.596,8.848,0.0,0.0
35,7.0,0.0,1.0,0.0,1.0,0.0,4572.795,120.774,129.116,30.664,30.492,8.834,0.0,0.0
36,7.0,0.0,1.0,1.0,2.0,0.0,4210.259,126.78,30.197,30.562,30.467,8.902,0.0,0.0
38,7.0,0.0,1.0,3.0,5.0,0.0,4195.462,252.322,24.222,30.359,30.238,8.839,0.0,0.0
39,7.0,0.0,1.0,4.0,6.0,0.0,4370.581,386.949,29.488,31.154,30.96,8.888,0.0,0.0
40,7.0,0.0,1.0,5.0,7.0,0.0,4496.742,387.743,79.953,30.947,30.662,8.899,0.0,0.0
41,8.0,0.0,1.0,0.0,0.0,0.0,4872.29,170.307,21.046,31.036,30.7,9.377,0.0,0.0
42,8.0,0.0,1.0,1.0,0.0,0.0,4851.276,150.15,35.814,31.159,30.821,9.412,0.0,0.0
45,8.0,0.0,1.0,4.0,3.0,0.0,4944.738,342.677,47.806,30.424,30.224,8.846,0.0,0.0
46,8.0,0.0,1.0,5.0,4.0,0.0,4680.293,366.193,38.301,30.844,30.712,8.892,0.0,0.0
48,8.0,0.0,1.0,7.0,5.0,0.0,4770.718,404.203,52.326,31.741,31.34,9.896,0.0,0.0
49,9.0,0.0,1.0,0.0,0.0,0.0,5272.316,42.855,37.305,30.331,30.261,8.838,0.0,0.0
50,9.0,0.0,1.0,1.0,1.0,0.0,5486.167,45.961,66.762,30.461,30.276,8.859,0.0,0.0
51,9.0,0.0,1.0,2.0,2.0,0.0,5307.013,73.147,80.451,30.788,30.626,8.872,0.0,0.0
52,9.0,0.0,1.0,3.0,3.0,0.0,5607.7,148.669,49.485,30.13,30.108,8.786,0.0,0.0
53,9.0,0.0,1.0,4.0,4.0,0.0,5523.455,169.779,80.511,30.206,30.0,8.782,0.0,0.0
54,9.0,0.0,1.0,5.0,5.0,0.0,5659.061,210.954,-39.505,30.248,30.152,8.81,0.0,0.0
55,9.0,0.0,1.0,6.0,6.0,0.0,5279.33,305.897,63.498,30.556,30.359,8.885,0.0,0.0
56,9.0,0.0,1.0,7.0,7.0,0.0,5324.263,321.728,60.078,31.134,31.115,8.992,0.0,0.0
57,9.0,0.0,1.0,8.0,9.0,0.0,5710.32,354.198,-7.537,30.887,30.731,8.901,0.0,0.0
58,9.0,0.0,1.0,9.0,10.0,0.0,5575.701,393.2,37.507,30.618,30.487,8.913,0.0,0.0
59,0.0,1.0,1.0,0.0,1.0,0.0,123.631,521.514,85.581,30.693,30.562,8.935,0.0,0.0
60,0.0,1.0,1.0,1.0,2.0,0.0,178.698,527.601,89.345,30.41,30.075,8.822,0.0,0.0
61,0.0,1.0,1.0,2.0,3.0,0.0,107.47,805.754,13.201,30.399,30.296,8.853,0.0,0.0
62,0.0,1.0,1.0,3.0,4.0,0.0,403.234,824.496,22.869,30.942,30.888,8.931,0.0,0.0
63,1.0,1.0,1.0,0.0,1.0,0.0,1023.474,473.27,85.684,30.673,30.626,8.855,0.0,0.0
64,1.0,1.0,1.0,1.0,2.0,0.0,850.417,605.41,44.39,32.15,31.958,9.087,0.0,0.0
65,1.0,1.0,1.0,2.0,3.0,0.0,696.785,671.987,23.28,31.053,30.895,8.949,0.0,0.0
66,1.0,1.0,1.0,3.0,5.0,0.0,983.149,700.283,-29.755,30.36,30.023,8.807,0.0,0.0
67,1.0,1.0,1.0,4.0,6.0,0.0,691.031,742.334,129.516,30.597,30.467,8.907,0.0,0.0
68,1.0,1.0,1.0,5.0,7.0,0.0,871.4,760.856,55.557,30.873,30.802,8.909,0.0,0.0
69,2.0,1.0,1.0,0.0,1.0,0.0,1465.966,506.29,52.287,30.092,29.991,8.764,0.0,0.0
71,2.0,1.0,1.0,2.0,4.0,0.0,1624.376,773.154,91.994,30.856,30.786,8.904,0.0,0.0
72,2.0,1.0,1.0,3.0,5.0,0.0,1233.697,817.195,76.998,30.756,30.673,8.874,0.0,0.0
73,3.0,1.0,1.0,0.0,1.0,0.0,2088.496,481.076,0.917,30.81,30.253,9.684,0.0,0.0
74,3.0,1.0,1.0,1.0,1.0,0.0,2063.068,479.959,31.448,30.572,30.4,9.798,0.0,0.0
75,3.0,1.0,1.0,2.0,2.0,0.0,1770.592,505.233,60.162,30.123,30.027,8.861,0.0,0.0
77,3.0,1.0,1.0,4.0,4.0,0.0,2106.67,634.512,39.4,29.555,29.457,8.693,0.0,0.0
78,3.0,1.0,1.0,5.0,5.0,0.0,1872.025,683.131,114.793,30.298,30.168,8.82,0.0,0.0
80,4.0,1.0,1.0,0.0,0.0,0.0,2416.135,525.862,33.562,30.347,30.308,8.847,0.0,0.0
81,4.0,1.0,1.0,1.0,1.0,0.0,2526.419,674.147,93.325,30.536,30.459,8.897,0.0,0.0
